positive	设计	2.真机重量比上一代轻很多
negative	品质	1.4ghz的处理器
positive	品质	拍照效果
positive	品质	即使是晚上的照片都是清晰的
positive	功能	其实效果还是很不错的
negative	品质	屏幕问题必须要看真机
negative	品质	真的屏幕差不少
positive	品质	除了亮度高
positive	品质	屏幕清晰之外
positive	品质	真的没有htc的那个屏幕细腻
negative	品质	当然我对比过小米手机屏幕
positive	品质	看来htc的slcd还是不错的
positive	功能	所以摸起来还是比较有质感的
negative	设计	背面有点难看
negative	设计	摄像头设计有点突兀
negative	设计	而且音量调节键偏硬
negative	设计	屏幕仔细看有些水波纹的感觉
negative	品质	这个还是htc技术不够硬的缘故
positive	品质	以前用三星的感觉屏幕很好很牢靠
positive	设计	而且个人比较喜欢三星在侧面的电源键
negative	设计	没有照相物理按键也是一大缺陷
positive	功能	现在自带的系统用这个配置足以
positive	品质	2.2的大光圈相机进光确实不错
negative	功能	至于信号跳水
positive	使用	3g上网快
positive	品质	该机最大的有点在与屏幕分辨率高
positive	品质	屏幕显示细腻
positive	功能	配合htcsence的界面非常炫
positive	设计	1、机器屏幕确实很华丽
positive	品质	速度快
positive	使用	2、机器上网速度很快
positive	功能	电话信号也不错
negative	功能	自带几个垃圾软件
positive	功能	4、手机操作非常易上手
positive	品质	电池不含糊
positive	品质	硬件质量无敌
positive	品质	无论外壳质感还是抗摔能力
positive	品质	无论外壳质感还是抗摔能力
negative	功能	wp系统还在起步阶段
negative	功能	第三方的软件游戏类更是可怜
negative	功能	无论界面还是操作
negative	功能	无论界面还是操作
negative	品质	材料做工质感非常差劲
positive	功能	安卓系统
positive	品质	屏幕亮度色彩都好
positive	功能	系统流畅不卡
negative	品质	质感太差
negative	设计	屏幕太大
negative	功能	软件市场的很多软件和游戏都无法使用
negative	功能	软件类也经常出问题
negative	功能	系统无法升级
negative	品质	1.黑色的掉漆
negative	功能	3.itunes慢
negative	功能	同步音乐铃声照片视频比较麻烦
negative	功能	4.wifi上网速度问题
positive	设计	ios系统的漂亮界面
positive	功能	流畅度
positive	品质	拿在手里的质感
positive	设计	这个尺寸我觉得是完美的
positive	功能	软件：每一个都完美
positive	设计	界面漂亮
positive	功能	游戏：不需要越狱
negative	品质	电池也如大家说的一样使劲折腾的话真是不怎么耐用
positive	品质	画面细腻
positive	品质	cpu英伟达1.2g,还不错
positive	品质	1.屏幕画质很好
positive	品质	可视角度很大
positive	品质	2.整机手感很棒
positive	功能	3.摄像头个人感觉还不错
positive	功能	但2g信号非常不错
negative	功能	5.后盖不是一般的难开
positive	品质	6.音质还不错
positive	使用	但声音很小
positive	功能	8.四个按键震动反馈适中
positive	功能	手感还不错
positive	功能	9.系统整体上很流畅
negative	服务	10.usb存储没2.3系统方便
positive	功能	12.来电响应非常快
negative	品质	13.充电发热比较严重
positive	功能	使用感受：运行还算流畅
negative	品质	就是屏幕的显示效果一般
negative	品质	文字显示不是很清晰
positive	使用	打电话声音还比较清晰
negative	功能	不过qq通讯录是不能拨打电话的
negative	功能	2、通讯录不能快速拨号
positive	使用	4、铃声调到最大时非常大
positive	功能	对于有时不想解锁只想看看时间就不方便
positive	品质	6、通话声音比较清晰
negative	功能	打电话查号码确实不便
negative	功能	打电话查号码确实不便
negative	品质	质量实在不敢恭维
negative	品质	电池太不耐用
negative	品质	手机设计上塑料感太强
negative	使用	声音就小很多甚至听不见
negative	设计	音量键、电源键、照相机按键
negative	设计	音量键、电源键、照相机按键
negative	设计	音量键、电源键、照相机按键
negative	设计	1、返回键震动取消不掉
negative	设计	其中的震动无法取消
negative	品质	3、500万像素的摄像头不是很给力
negative	功能	4、wp系统的软件应用虽然号称10万
negative	使用	5、手机的亮度手动调节上只有低、中、亮三个档次调节
negative	设计	6、背景色只有白（亮）、黑（暗）两种
negative	功能	7、来电音量和音乐音量是一个模块控制
negative	功能	8、安装的软件是竖排一排拍下来的
negative	功能	9、wp手机连接电脑真心费劲
negative	功能	10、短信声音无法自定义
negative	功能	11、sd卡上的文件不方便管理
negative	功能	12、电脑往sd卡复制文件比复制到手机上慢非常多
negative	功能	13、退出音乐播放（按返回键）的时候
positive	功能	多的前置摄像头感觉在有光照的地方还是很适合自恋的
positive	使用	三防也不错
positive	功能	软件运行流畅
positive	价格	买安卓机能有这样的效果还这价位一个行货也够值
positive	价格	买安卓机能有这样的效果还这价位一个行货也够值
positive	品质	贵为安卓机的xt535电池居然可以撑一天半（在玩游戏和上网不多的情况下
positive	使用	内存390多m也可以
negative	功能	c网的信号一般
negative	功能	c网电话卡里的号码都少最后一位，求解
positive	品质	正常使用电池一天半没有问题
negative	设计	音量键有些拉手
negative	功能	屏幕不是多点触控的（两点以上
negative	功能	信号链接不好
negative	品质	机子的电池不行
negative	功能	侧边关闭充电口、hdmi输入口的盖子松动严重
positive	设计	1、外形漂亮
positive	功能	2、运行流畅
negative	使用	说是ram不够
positive	设计	但是界面华丽绝无卡顿
negative	功能	游戏倒是时不时卡一下
positive	设计	3、屏幕艳丽
positive	设计	4、实体返回键
negative	功能	1、microsd卡要取下电池才能拔出来
negative	设计	2、拍照键有点小
negative	设计	位置也不太合理
negative	服务	3、microusb接口没有保护盖
negative	服务	4、耳机位置太尴尬
negative	设计	插上耳机后电源键不好按
positive	功能	键盘手感不错
positive	设计	按键清晰
positive	设计	键位也挺合理
negative	设计	但是好像没有确定键（是我小白
positive	品质	光线好的时候照片质量很高
negative	品质	总体噪点还是不少
negative	品质	补光灯强度也偏低
positive	品质	总体效果其实很不错
positive	品质	4、电池续航不错
positive	品质	2240的东西有这样的品质还是很值的
positive	设计	外观来看很大气
positive	功能	侧滑的键盘对我这样经常查英文单词的人来说很实用
negative	设计	显示屏周围没用的区域太多
negative	使用	可惜没给座充
positive	品质	质量问题本人无意间测试过
positive	品质	当然和小米手机的全球震爆价和宇宙无敌的硬件配置比是没法比
positive	使用	x903的音质方面没的说
positive	使用	听筒效果也不错
positive	功能	感觉做的很细
positive	使用	自动关机功能和关机闹铃功能都很实用
positive	使用	自动关机功能和关机闹铃功能都很实用
negative	功能	开机自动启动的软件太多
negative	功能	导致玩游戏的时候有时候卡
positive	品质	质量上也很过关
positive	功能	特色也很明显
negative	价格	很多人说x903价格偏高
negative	设计	机子外形不是自己喜欢的
negative	设计	屏幕和c7的一样大都是3.5的太小
positive	功能	亲自试试荣耀的操作体验还不错
positive	设计	优点：屏幕够大
positive	品质	分辨率不错
positive	品质	他也对荣耀的屏幕细腻度很惊艳
positive	品质	播放高清视频很给力
positive	功能	系统自带的播放器还挺好
negative	设计	就是没有虚拟音量键
positive	品质	流畅度不错
positive	功能	很喜欢天天动听的歌词界面
positive	功能	内置音频不错
positive	功能	耳机播放音质不错
positive	功能	界面很漂亮
positive	功能	输入速度很快
positive	品质	像素不错
positive	品质	照片很清晰
negative	功能	缺点：铃声震动感太小
negative	功能	视频录像时的音效很坑爹
negative	功能	后台总是自运行很多程序无法卸载
negative	设计	1.四个角是直角
negative	品质	2.按键漏光
negative	品质	按键发黄
negative	品质	感应器那边也漏光
negative	品质	3.屏幕上下边有缝隙
negative	品质	4.按下屏幕会有吱吱声
negative	品质	5.通话时声音有卡钝现象
negative	品质	6.飞行模式待机一晚上电池耗电71
negative	使用	反回键立马失灵
positive	品质	1，发热依然严重
negative	功能	2，信号没传说那么给力
positive	使用	3，可用内存多
positive	设计	键盘颗粒比72要大
positive	品质	细腻程度可想而知
positive	功能	系统界面简单
positive	功能	信号很稳定
positive	功能	通话质量很好
positive	使用	上网速度很快
negative	功能	自带浏览器不如苹果
positive	功能	软件也不少
positive	功能	我觉得目前来说游戏性能能超过iphone的手机还没有
positive	功能	输入法自带的就很不错
negative	功能	只是编辑界面卡
positive	功能	1gram系统运行流畅
positive	功能	软件应用比较丰富
positive	功能	安卓4.0应用体验还不错
positive	品质	屏幕显示效果不错
positive	功能	总体说显示效果满意
negative	功能	相机不得不说
negative	品质	闪光灯亮度不够
negative	品质	充电确实很慢
negative	品质	散热不好
negative	品质	最不满意就是相机
positive	价格	性价比还可以
negative	功能	诺基亚808手机桌面相机快捷软件有问题
negative	品质	另外手机听筒也有问题
negative	品质	导致传声音质很差
negative	功能	拍照功能比较复杂
negative	服务	上网很慢
negative	使用	下载软件也很慢
positive	使用	速度快
positive	使用	gps搜星定位快
positive	品质	通话质量也不错
negative	品质	开机几个小时后3g网络失效
positive	功能	此机配置更高
positive	品质	问题就出在屏幕上
positive	设计	外观还可以
negative	品质	但质量
negative	功能	1、信号差
negative	功能	朋友打电话入竟提示关机、你拨的电话暂时无法接通等
negative	品质	3、发热
positive	功能	略显方正（长方形）做工紧密手感舒服
positive	功能	略显方正（长方形）做工紧密手感舒服
positive	品质	屏幕表面p6200相对光亮一点
negative	功能	重量p1000较重一点
negative	功能	但本人觉得手感不错
positive	功能	显示效果当然是p6200胜出
negative	设计	而p6200是系统自带操作“按键”屏幕显示空间相对就小
positive	品质	p6200虽显示不错
positive	功能	但反应度感观觉得不如p1000的好
positive	使用	声音p1000的也比p6200大
positive	功能	效果比较“厚”一点
positive	功能	就运行速度当然是p6200
positive	功能	p6200在显示效果和速度是有优胜
positive	功能	p6200在显示效果和速度是有优胜
positive	功能	p1000的稍微好一点
positive	功能	p1000是双核的话就外形来说
positive	品质	还有值得赞一下的就是两机器的gps都很好
positive	功能	信号不错
negative	品质	屏幕虽不细腻
positive	功能	反应速度可以
negative	设计	可能屏小
negative	功能	玩游戏不爽
positive	品质	比较做工比较紧实
positive	设计	满意的是有背面有副话筒
positive	功能	减噪不错
positive	功能	声音蛮好
negative	品质	屏幕右下方会有点漏光（能接受不影响使用
positive	设计	感觉界面很漂亮
positive	功能	触摸感也非常流畅
negative	功能	1.软件应该真的是少
negative	功能	2.下载东西没有显示百分比
negative	使用	能用做来电铃声
positive	品质	成像效果非常不错
negative	使用	wifi会自动断开
negative	功能	7.显示的字体有点太大
negative	品质	8.电池真的是蛋疼的一个
positive	功能	920宣传做的好
negative	价格	价格也不亲民
negative	设计	2.外观上
negative	设计	听筒有点难看
negative	品质	后盖有点软
negative	功能	3.因为是头一次接触android系统
negative	设计	也就是说闪光灯对成像没有什么作用
negative	功能	但其他条件下的拍摄就不怎么好
positive	功能	5.界面色彩觉得比三星i9100好
negative	品质	6.耳机似乎有点小问题
positive	服务	上网似乎比原来用的诺基亚5230要快
positive	设计	被它的外观打动
positive	功能	握持感真的很棒
negative	功能	一点手感都没有
positive	设计	外观800也比ip4好看
positive	功能	只有系统ip4占优势
positive	品质	800做工细节真的很不错
positive	设计	看到800的弧形
negative	品质	看到有机油的前摄像头进灰
positive	功能	稳定的信号
positive	功能	不主流的顺滑系统
positive	设计	不主流的华丽外表
positive	品质	s710e的显示屏好多
positive	设计	界面华丽
positive	功能	照相也比5800好
positive	使用	听筒声音够大
negative	功能	外放比不上5800
negative	品质	电池比5800差些
negative	功能	操作起来比5800稍差
negative	功能	声音键太轻
negative	功能	系统功能、软件似乎很复杂很多
negative	功能	系统功能、软件似乎很复杂很多
negative	功能	关键是信号比不上5800
positive	设计	真心喜欢920的界面和拍照
positive	设计	真心喜欢920的界面和拍照
negative	功能	就是软件确实有点少
positive	功能	基本上同各位同学的感觉是一样的：运行流畅
positive	功能	屏幕显示效果突出（800*480
positive	使用	外放效果基本满足要求
positive	品质	nokia的做工还是相当出色的
negative	功能	就是win8的系统操作有些地方不简洁
negative	功能	2.来电铃声不能diy
negative	品质	4.待机时间不长
negative	功能	有些游戏可能运行很吃力
negative	功能	6.关闭程序
negative	设计	我的有些朋友也说win8界面很丑
positive	设计	直观的界面
positive	功能	系统流畅没的说
positive	功能	而且大部分主流软件都有
positive	功能	游戏免费的不少
positive	品质	手感的分量还是蛮足的
negative	设计	ds电池后盖设计那叫一个蛋疼
negative	品质	配件的问题主要是原配的直充
positive	功能	听歌的音质还是可以的
negative	功能	但是、外放喇叭那个差得
negative	功能	还有后盖特容易脏
positive	功能	听通筒的音量也不错
positive	设计	ds的外形总的来说是蛮漂亮的
positive	功能	手感也很好
positive	功能	ds的反应是很灵敏的
positive	功能	我那台健在的u100i开到最大声音质依然完美
negative	功能	而且音量和山寨机绝对有一拼
positive	功能	照相方面色彩比较好
negative	品质	精细程度不足
negative	品质	第一感受做工不是很精细
positive	品质	总体感觉外观还可以
negative	功能	运行起来不算是特别流畅
negative	设计	1、信号状态栏不可设置
negative	品质	2、电池图标显示不准确
negative	品质	电池非常不经用
negative	功能	3、动态磁贴更新不及时
negative	功能	4、音乐播放控制复杂
negative	功能	5、触摸手势错误识别
negative	设计	8、各类app中的按钮设计混乱
negative	设计	各种app按钮的排序也是混乱的
negative	品质	不满意的是该机设计组装的通病——屏幕四角接缝处有一点点漏光
negative	功能	刚开始电池盖装卸很费劲
positive	功能	尤其是大小非常适合把我
positive	功能	显示效果和流畅度非常满意
positive	功能	显示效果和流畅度非常满意
positive	功能	这几天感觉通话信号很好
positive	品质	话音清晰
negative	功能	容易死机咯
negative	品质	呼吸灯有问题咯等等
positive	品质	呼吸灯准确无误
positive	品质	电池一天下来电话
positive	品质	她的屏幕色彩
positive	设计	ui的设计
negative	品质	800像素确实有点不像
positive	品质	屏幕很好
positive	功能	手机的键盘也很爽
negative	使用	就是pop3收件只能用wifi收件
negative	功能	成色比我的机好
negative	功能	n80的手感确实没有广告的图片那么好
negative	功能	而且照相的效果很一般
negative	品质	电池一天必须充
negative	功能	按键的手感也不好
negative	功能	另外感觉二者反应都很慢哈
negative	品质	至于照相机
positive	功能	symbian系统确实很厉害
negative	设计	看着背后的电池盖
negative	设计	还很山寨的后盖
positive	设计	一看见a8188就喜欢上他的外形
positive	设计	优点+:外形总体来说很时尚
positive	设计	后盖防滑的喷漆手感很好
positive	设计	屏幕超大
positive	功能	电容屏用起来还是蛮顺畅
positive	功能	反应比较准确
positive	功能	反应速度快
positive	使用	支持tf卡
positive	使用	支持3g网络
positive	功能	待查证+:7屏快捷菜单
positive	功能	相对之前实用的诺基亚s60系统
positive	功能	安装软件简单
positive	品质	拍摄清楚
positive	功能	导航比较清楚
positive	功能	信号捕捉快
positive	功能	内置虚拟全键盘
positive	使用	支持3g网络
positive	使用	通话录音功能很实用
negative	品质	电池太不好用
negative	功能	拆后盖太太太太太太太不方便
negative	使用	铃声小到听不见
negative	功能	仰面放手机时基本喇叭口被堵
negative	功能	查找联系人不方便
negative	功能	无总通话时间查询
negative	品质	通话声音也小
negative	使用	无法蓝牙传输文件
negative	使用	无闪光灯
negative	功能	充电时屏幕常亮（到现在都没有找到怎么关掉
negative	功能	手机电视必须使用原配解密卡
negative	使用	原配的手机套就是鸡肋
negative	功能	原配耳机没有音量调节
negative	功能	无法用数字加＃使用sim卡通讯录
negative	服务	3g网络信号巨差
negative	功能	调菜单很麻烦
negative	品质	后电池盖有咯叽咯叽的声音
negative	功能	自带的移动垃圾软件
negative	功能	闹钟延时不方便
negative	功能	屏幕没有光感调节亮度
negative	功能	手机不完全支持手机钱包
negative	功能	无通话时间提醒
negative	品质	让我最头痛的是他的电
positive	功能	实际情况是n9的用户体验远远好于lumia800
negative	功能	还有个我没搞明白的就是lumia800的nokia地图明显老旧于n9
negative	功能	n9的vpn尽管非常麻烦可是还是有
positive	功能	我认为一年前的n9的用户体验绝对不差
negative	品质	2.扬声器音质问题
positive	功能	3.输入法
positive	设计	界面漂亮
positive	功能	表现还行
positive	品质	5.导航
positive	功能	键盘手感比用过的63好
negative	功能	没自动对焦可以说是个硬伤
positive	品质	800万象素也不是盖的
positive	品质	2、用耳机听歌卡顿或死机现象一直没有出现
positive	品质	2、用耳机听歌卡顿或死机现象一直没有出现
positive	品质	3、照相卡死问题一直没有出现
positive	功能	4、滑动的流畅感确实有提高
negative	功能	1、刚升完迷你日记会无法保存
negative	品质	3、照相时取景框中的红斑现象非常严重
positive	设计	屏幕4.3英寸不错
positive	功能	屏显还好
positive	品质	通话够清澈
positive	功能	玩游戏可以说无得弹
negative	设计	来去电背景难看死
negative	使用	上网的流量吓人（可能是系统不设防，城门都没有
negative	品质	电池使用很心痛
negative	品质	上网的时候机身发热
negative	功能	很多程序进去后没法直接退出
negative	功能	图片显示超慢
negative	功能	这几天的流量用我120元
negative	功能	外放音不提
positive	功能	1)手感好
positive	功能	2)功能多
positive	设计	3)样子好看
negative	功能	1)写短信息的时候感觉字母太小
negative	品质	偶尔会黑屏
negative	功能	4)常用短信息不能插入的方式
positive	设计	仅仅因为外观
positive	设计	至少本人觉得外观比onex好看
positive	设计	1：外观
negative	功能	软件游戏没卡顿
positive	功能	浏览www跟pc效果差不多
positive	功能	字体清晰
positive	品质	屏幕不知道是不是我的视力问题
positive	设计	3：ui
negative	功能	联系人列表的向左拨动发短讯、向右拨动打电话等的人性化操作都很好的继承下来
positive	品质	4：电池续航
positive	功能	5：软件/游戏的兼容性
positive	功能	另：导航gps搜星超快
positive	功能	自带耳机听歌音质还可以
negative	品质	屏幕：白色背景屏幕颜色不均匀
negative	品质	重启：至今日自动重启4次
positive	功能	拍照效果还是很给力的
positive	功能	自带软件：诺基亚驾车
negative	功能	商城软件，游戏：只能说少的蛋疼
positive	品质	通话：通话质量很好
positive	品质	质量感觉不错
positive	功能	运行速度很快
positive	功能	但是开机速度还是挺快的
positive	功能	3d方面还算不错
positive	品质	通话音质清晰
positive	功能	信号也很好
negative	品质	键盘支架看上去很脆弱
positive	设计	键位也编排的不错
negative	功能	感觉音质没有我的5320好
positive	品质	摄像头绝对比g7的清晰
positive	品质	屏幕还是很赞的
positive	品质	显示效果非常好
negative	设计	样子不是太好看
positive	设计	颜色很好
positive	功能	手感不错
positive	品质	音质特好（不要看高低音扩展
negative	功能	2虽说是手机但是用它打接电话还是不方便
positive	功能	还是n86方便而且摄像还清晰3安卓的平台正逐步完善
positive	使用	4上网wifi也行
negative	功能	但是网速慢
negative	功能	那用电速度让我比花钱还心疼
negative	功能	1.通话质量差（这点最不能忍受！和诺基亚不是一个级别的，现在打电话都要狮吼对方才能挺清楚
negative	品质	2.音效差（反正不怎么听歌这个也无所谓
negative	品质	3.来电铃声音量低(不知道是不是喇叭装在手机背部的原因所致
negative	功能	4.操作界面奇特（可能是习惯诺记的风格，比如收发短信，很难过，她的风格用一礼拜才适应，但也能忍受
negative	功能	5.qq，q农场都不支持（这倒也不能怪android系统，诺记的s60v5也不支持，腾讯跟不上时代，但是，没菜偷很不爽，那些所谓的农场助手，长得太像外挂，虽然装但一次都不敢用
positive	功能	1.电容触摸屏（爽，快！）大屏幕
positive	功能	1.电容触摸屏（爽，快！）大屏幕
positive	功能	2.游戏比s60v5多
positive	使用	3.wifi上网
positive	功能	导航不错（装个凯*立德
negative	功能	都是因为软件太少
negative	功能	本身黑莓的系统就很不开放
negative	功能	另外黑莓的桌面管理软件dm（相当于nokia的pcsuite）比较不人性化
negative	功能	升级慢
negative	品质	死机多
negative	功能	文件大
negative	功能	黑莓不能支持在pc端发短信
positive	价格	1.价格便宜
positive	功能	2.机器硬件相对配置高（可惜，软件少，有金刚钻你也揽不了瓷器活儿
positive	功能	3.反应速度快（系统简单，傻快傻快
positive	功能	4.安全设置丰富（洋人用的多，我们用的少
positive	品质	6.电池好
positive	使用	内存大
positive	使用	cpu频率高
positive	功能	反应快是当然的
negative	品质	1.电池待机时间短
negative	设计	2.屏幕小点
negative	品质	4.方向键掉漆
negative	功能	容我说一句：摄像头真鸡肋
positive	设计	尤其是后盖
positive	品质	毕竟买３０３０有一点就是冲着它的１３２０毫安电池去的
negative	功能	全键盘比想象中的要小不少
negative	功能	操作有些不方便
positive	功能	电容屏手感不错
negative	功能	但是菜单下拉和确定容易误操作
positive	设计	总体界面不错
positive	功能	个性化设置很丰富
positive	功能	反应灵敏
positive	品质	音质还是非常给力的
positive	功能	听歌和收音机很爽
positive	功能	听歌和收音机很爽
negative	功能	上网方面内置ｎｏｋｉａ浏览器
positive	设计	机子外形长得是没话说
positive	设计	虽然是4.2的屏
negative	功能	数据线好短
negative	功能	充电更是要花上2倍的时间
negative	品质	附带的耳机也不好
negative	品质	电池根据鉴别的方法看应该是原装的
negative	设计	翘屏有一点
negative	品质	玩游戏发热也比较严重
positive	设计	ui界面那是没话说
negative	使用	除开没连起过wifi外
negative	设计	设计有个缺陷
positive	功能	优点：1，反应速度在同时代手机系列6600，7610，n70等系列中傲居榜首
positive	功能	2，手感不错
positive	功能	按键流畅
positive	功能	3，软件十分丰富
positive	功能	4，系统稳定
positive	品质	结构耐操
negative	品质	缺点：1.摄像头只有130w
negative	品质	背后硅橡胶容易坏掉
negative	功能	2,名片簿里通过字母找人反映速度太慢
negative	品质	3，内存和cpu已经在当今落伍
negative	品质	3，内存和cpu已经在当今落伍
negative	服务	4，耳机接口容易接触不良
negative	品质	1最不适应的就是键盘
negative	品质	音质方面绝对不会比82好
positive	品质	唯一的优点就是屏幕比82亮
positive	设计	操作系统好看
positive	设计	配置比906高
positive	设计	屏幕大
positive	设计	内存比906大
positive	设计	1、外观较时尚
positive	设计	按键位置比较合适
negative	设计	耳机及数据线插孔没有遮盖
negative	服务	耳机及数据线插孔没有遮盖
positive	设计	但机身这一带是金属的
negative	品质	2、屏幕分辨率确实低
negative	品质	颗粒感特明显
positive	品质	分辨率较高
positive	品质	画面细腻
negative	设计	3、电阻屏
negative	设计	电容屏
negative	品质	4、拍照能力差
negative	功能	反应也慢
negative	使用	5、gps功能从没成功使用过
negative	功能	且耗电量忒大
positive	品质	6、wifi功能及蓝牙均使用
positive	品质	6、wifi功能及蓝牙均使用
negative	品质	7、原配耳机音质太差
negative	品质	感觉做工也差（还好我找到以前的一个诺基亚耳机
positive	功能	13、机子性能对得起现在这个价格599
negative	品质	主要是在52配的耳机上
positive	功能	52机器本身的音质不错
negative	品质	但是耳机差的简直无法忍受
negative	功能	2。界面方面
positive	品质	成像质量不错
negative	设计	塑料感很强
positive	设计	没有58有手感
positive	设计	1手机的外观手感非常的好
positive	设计	1手机的外观手感非常的好
negative	品质	2虽然分辨率差点
positive	品质	但屏幕非常的清晰
negative	服务	3手机上网经常掉线
negative	功能	无线网络连接的也一般
positive	品质	话筒非常的不错
positive	功能	音质清晰
positive	设计	声音支持数字杜比音效
negative	价格	1999的价格体验非常失望
negative	功能	机子很卡
negative	服务	特别是上网卡很很
negative	使用	系统有很多问题
negative	品质	重力非常不灵
negative	品质	外放的效果和500的安卓机一个效果
negative	品质	说下游戏
positive	设计	外观：小巧但有质感
negative	设计	锁屏键过于靠下不易按
positive	品质	屏幕：颗粒感不严重
negative	品质	上网或看短信时文字显示效果不佳
positive	功能	系统：操作流畅
negative	功能	打开或关闭部分程序瞬间会卡顿
negative	设计	通讯录无分组
positive	功能	通话：信号好
positive	功能	音质佳
negative	品质	应用：数量少而且质量差
negative	功能	wifi不能自动连接
negative	功能	速度也不是很给力
negative	使用	地图：经常无法定位
negative	品质	地图很糙
positive	功能	拍照：成像快
negative	品质	色彩饱和度不佳
positive	品质	感觉960.540分辨率在4.5寸屏上显示效果不错
positive	品质	感觉不到颗粒感
positive	品质	ips屏幕可视角度大
positive	设计	机身在4.5寸屏手机行列中算轻巧的
positive	设计	开关机/锁屏键位置在机身右侧中部
positive	功能	操作反应很快
positive	品质	放大以后感觉拍照效果也不错
positive	品质	成像效果并不差
positive	品质	相机微距对焦很快
negative	功能	感觉不好的：手机界面的两个信号图标仍然使用色块做背景
negative	品质	字迹模糊
negative	功能	刚取回体验竟然不能拨打电话
negative	服务	服务也不满意
negative	品质	可是拍照质量不怎样
negative	功能	音质一般
negative	品质	打电话扬声器有回音还变音
negative	品质	还有尖叫的噪音
positive	使用	可用免费软件非常多
positive	品质	屏幕分辨率高
positive	功能	运行流畅
positive	品质	刚刚入手一款联想k2外观大气4.3寸屏幕显示效果中上
positive	品质	刚刚入手一款联想k2外观大气4.3寸屏幕显示效果中上
positive	功能	触摸屏手感很好
positive	品质	后800万前30万的摄像头已经满足绝大部分的用户要求
positive	设计	不论从外观还是手感
positive	设计	不论从外观还是手感
positive	设计	3.7的屏
positive	功能	2，系统比较流畅
negative	使用	610的配置决定他能享受的软件不是很多
negative	功能	系统流畅程度不错
positive	品质	3，屏幕
negative	品质	晚上拍照直接就是废材
negative	设计	没有防抖设置
positive	功能	那个音质。。。杠杠的
negative	品质	不过功放一般
negative	功能	反正610，超级费流量
positive	功能	虽说流畅程度不错
positive	功能	不就是上网速度，么
positive	品质	系统虽好
positive	功能	体验感虽好
positive	设计	机身小巧便于携带
negative	设计	不过由于后盖侧边圆滑过渡
negative	设计	并且机器的排线外露于左沿偏下
negative	使用	系统人性化方面来对比之前使用n9（悲催的meego）实有不足之处
negative	设计	例如命题音量与铃声音量不是独立设置
negative	设计	例如命题音量与铃声音量不是独立设置
negative	品质	再吐槽一下输入法
positive	功能	待机很满意
negative	品质	分辨率虽然低
positive	品质	但实际显示效果很棒
positive	品质	小分辨率屏幕无需太亮就很亮丽
negative	功能	纠结的系统
positive	品质	感觉808的游戏已经够我打发时间用
positive	品质	再说808的软件
positive	使用	808的软件还是比较注重实用的
positive	功能	还是诺基亚的信号好
positive	设计	1、强大专业的“三防”（应该是四防）功能
positive	设计	2、外观尽显专业气质
positive	设计	科技感很强
positive	功能	3、手感不错
positive	设计	令人称赞的工业设计水准
negative	设计	手机厚度虽然比现在的有些超薄手机略厚
positive	设计	大小比例也设计的好
positive	设计	但拿在手里握持感非常好
positive	品质	用料符合专业三防机的需求：外壳不是用的冰冷而娇气的铝合金或者不锈钢
positive	使用	4、大地领航者提供方便的户外运动功能：特色指南针、内置温度传感器
positive	品质	5、较为主流的810w像素水平cmos摄像头+日*本厂商在数码照相领域积累的技术经验使该手机在照相和720p高清摄像时保持较高的水准
